p16,  success, 58, 31,59.5512255,348,100,2098,0
p17,  success, 67, 33,181.6315658,402,121,3335,0
p18,  success, 63, 29,169.83568,378,114,4637,0
p19,  success, 84, 41,150.1198736,504,146,5322,0
p20,  success, 84, 37,157.1977911,504,136,11165,0
pfile10,  success, 30, 14,192.6133911,118,230,1689,0
pfile12,  success, 32, 13,453.1374168,234,525,4341,0
pfile13,  success, 30, 14,531.6229568,306,602,5573,0
pfile15,  success, 72, 63,157.5525655,120,165,1558,0
pfile19,  success, 123, 108,1060.1927246,228,275,4800,0
pfile3,  success, 7, 4,31.7197715,11,40,251,0
pfile4,  success, 8, 8,70.9209132,25,85,450,0
pfile5,  success, 12, 12,81.794913,19,102,604,0
pfile6,  success, 14, 7,152.4158325,34,180,1211,0
pfile7,  success, 24, 21,13.3050727,10,37,180,0
pfile8,  success, 11, 7,112.5654331,70,132,958,0
pfile9,  success, 34, 24,36.3602778,36,74,497,0
