MALogistics-7-18-8,  success, 180, 72, 03/11/2015 01:22:46, 03/11/2015 01:22:53,6.4287501,5.4150676,0,1463
MALogistics-7-18-9,  success, 180, 80, 03/11/2015 01:22:53, 03/11/2015 01:22:59,6.0908669,5.168995,0,1230
MALogistics-8-17-7,  success, 151, 67, 03/11/2015 01:22:59, 03/11/2015 01:23:03,4.0250879,3.3106134,0,1248
MALogistics-8-17-8,  success, 171, 69, 03/11/2015 01:23:03, 03/11/2015 01:23:08,4.5292273,3.7487053,0,1262
MALogistics-8-17-9,  success, 266, 131, 03/11/2015 01:23:08, 03/11/2015 01:23:17,9.4073249,8.4827403,0,2135
MALogistics-8-18-7,  success, 102, 37, 03/11/2015 01:23:18, 03/11/2015 01:23:19,1.5899896,1.3674894,0,1000
MALogistics-8-18-8,  success, 348, 184, 03/11/2015 01:23:19, 03/11/2015 01:24:11,51.3647812,50.7393664,0,15747
MALogistics-7-17-7,  success, 243, 92, 03/11/2015 01:26:03, 03/11/2015 01:26:10,6.5947826,5.525379,0,1695
MALogistics-7-17-8,  success, 235, 95, 03/11/2015 01:26:10, 03/11/2015 01:26:17,6.9894067,6.0576522,0,1756
MALogistics-7-17-9,  success, 186, 93, 03/11/2015 01:26:17, 03/11/2015 01:26:25,7.7153017,7.0098585,0,1965
MALogistics-7-18-7,  success, 136, 67, 03/11/2015 01:26:25, 03/11/2015 01:26:28,2.5239154,2.0898041,0,925
MALogistics-7-18-8,  success, 214, 118, 03/11/2015 01:26:28, 03/11/2015 01:26:36,7.9568963,6.9612341,0,1899
MALogistics-7-18-9,  success, 178, 81, 03/11/2015 01:26:36, 03/11/2015 01:26:41,5.5086983,4.5588657,0,1133
MALogistics-8-17-7,  success, 159, 67, 03/11/2015 01:26:41, 03/11/2015 01:26:45,3.9603556,3.3091053,0,1272
MALogistics-8-17-8,  success, 183, 69, 03/11/2015 01:26:46, 03/11/2015 01:26:52,6.3534342,5.5679085,0,1895
MALogistics-8-17-9,  success, 297, 94, 03/11/2015 01:26:52, 03/11/2015 01:27:02,10.2775263,9.3478542,0,2374
MALogistics-8-18-7,  success, 108, 37, 03/11/2015 01:27:03, 03/11/2015 01:27:04,1.5504504,1.3173708,0,992
MALogistics-8-18-8,  success, 189, 89, 03/11/2015 01:27:04, 03/11/2015 01:27:17,12.5090853,11.8912455,0,3738
MALogistics-8-18-9,  success, 260, 91, 03/11/2015 01:27:17, 03/11/2015 01:27:28,11.2459417,10.0451416,0,2169
