pfile14	  success	36	33	1.6889943	5.4905272	166	208	1154	0
pfile15	  success	42	34	6.7746375	28.1985886	303	403	1746	0
pfile2	  success	16	12	0.0927462	0.3860244	21	41	136	0
pfile3	  success	11	11	0.0848267	0.3811913	13	26	93	0
pfile4	  success	14	10	0.0950901	0.4364115	42	60	181	0
pfile5	  success	19	15	0.1094196	0.4951998	56	81	253	0
pfile6	  success	11	7	0.0993366	0.4765293	24	35	108	0
pfile7	  success	14	10	0.112126	0.5547284	36	51	168	0
pfile8	  success	23	15	0.1686995	0.6991081	66	97	364	0
pfile9	  success	21	17	0.2217183	0.7429181	25	53	239	0
p01	  success	18	13	0.1186248	0.662084	36	75	348	0
p02	  success	24	15	0.1801548	0.9262091	78	133	651	0
p03	  success	27	23	0.2577097	1.1857186	111	203	997	0
p04	  success	34	30	0.3398628	1.5090956	129	216	1098	0
p05	  success	34	21	0.624331	2.5454844	279	431	2256	0
p06	  success	54	29	1.8845237	6.8603455	834	1166	6254	0
p07	  success	66	45	1.7920922	6.560082	597	894	4598	0
p08	  success	47	28	1.1748462	4.5445902	339	505	2794	0
p09	  success	52	20	1.2884049	5.1769897	402	581	3158	0
p10	  success	82	53	3.3116764	11.7785714	828	1218	7794	0
p11	  success	46	31	3.104859	9.2579963	264	583	4533	0
p12	  success	62	44	6.0838411	19.3529125	561	1152	8604	0
p13	  success	68	51	13.9431794	44.2243809	1041	1876	14348	0
p14	  success	99	52	22.8563449	76.7415803	1461	2412	18752	0
p15	  success	107	49	66.7729183	214.3536344	4086	6481	49723	0
p16	  success	102	52	67.4429304	208.4584994	3351	5469	43398	0
p17	  success	116	74	140.6110057	453.9938491	6075	8752	69241	0
p19	  success	136	85	278.9414342	883.6971299	8610	13653	108076	0
p20	  success	119	55	75.6881336	250.5897925	2265	3209	27569	0
probLOGISTICS-10-0	  success	46	22	0.251264	1.0319553	244	396	1659	0
probLOGISTICS-10-1	  success	42	20	0.2330543	0.9414525	240	339	1392	0
probLOGISTICS-11-0	  success	51	25	0.2378439	0.9751482	256	401	1679	0
probLOGISTICS-11-1	  success	67	51	5.2064468	22.1655868	6040	3182	38369	0
probLOGISTICS-12-0	  success	43	20	0.2497508	1.0155661	296	393	1668	0
probLOGISTICS-12-1	  success	76	56	4.2538268	18.3859519	4992	2627	33640	0
probLOGISTICS-13-0	  success	78	35	0.9424759	4.3288882	882	1107	4885	0
probLOGISTICS-13-1	  success	65	30	0.7623773	3.5460883	696	897	4001	0
probLOGISTICS-14-0	  success	60	27	0.6378821	2.9073952	624	755	3406	0
probLOGISTICS-14-1	  success	75	36	0.6376665	3.080275	654	863	3971	0
probLOGISTICS-15-0	  success	83	43	0.874824	4.0070512	792	1090	5042	0
probLOGISTICS-15-1	  success	71	40	0.7220789	3.3642316	708	972	4512	0
probLOGISTICS-4-0	  success	20	13	0.0954553	0.3697029	36	77	271	0
probLOGISTICS-5-0	  success	27	16	0.1063609	0.3819518	60	112	410	0
probLOGISTICS-6-0	  success	25	16	0.1001199	0.3775341	54	103	377	0
probLOGISTICS-7-0	  success	36	21	0.1367066	0.55216	144	234	933	0
probLOGISTICS-8-0	  success	32	18	0.1311606	0.5531601	147	205	811	0
probLOGISTICS-8-1	  success	48	25	0.1552003	0.625133	168	300	1240	0
probLOGISTICS-9-0	  success	41	23	0.145233	0.5889605	144	274	1077	0
probLOGISTICS-9-1	  success	31	16	0.1260457	0.5178001	120	185	726	0
p10	  success	38	26	0.2857773	1.060991	177	272	1652	0
p11	  success	36	30	0.3021637	1.1383225	141	247	1371	0
p12	  success	21	12	0.1972714	0.739352	69	148	667	0
p13	  success	52	36	0.8293296	2.7232082	201	441	2761	0
p14	  success	36	31	0.5056521	1.4810253	129	264	1512	0
p15	  success	44	36	0.8075365	2.1311886	117	281	1855	0
p16	  success	46	32	1.0234526	2.530459	201	353	2143	0
p17	  success	54	35	2.2249553	8.0979978	500	891	4744	0
p18	  success	52	19	2.3452366	10.5772178	340	601	4669	0
p19	  success	78	48	5.35205	24.6572036	495	911	6967	0
p21	  success	69	50	25.1933528	90.1074836	615	1067	7998	0
p22	  success	81	49	44.6799696	162.8149047	840	1687	13756	0
p23	  success	100	53	173.4697177	590.4907588	3913	6360	47789	0
p24	  success	144	78	44.4466192	217.8554282	1890	2885	20117	0
p25	  success	36	16	3.4803653	29.3733079	378	543	3788	0
p26	  success	85	41	9.1394637	57.7105317	1359	2023	11039	0
p27	  success	117	78	23.5889368	125.4770586	1935	2808	17888	0
p05-pfile5	  success	15	15	0.1127615	0.461876	12	39	456	0
p06-pfile6	  success	25	16	0.1864743	0.587395	22	105	1279	0
p07-pfile7	  success	31	25	0.2524122	0.7275248	21	114	1485	0
p08-pfile8	  success	33	33	0.5332127	1.2326522	30	153	2498	0
p09-pfile9	  success	33	23	0.415177	1.4942264	56	158	2577	0
p10-pfile10	  success	48	30	0.8161308	2.5980329	100	339	5712	0
p11-pfile11	  success	41	25	0.9749711	3.9101025	88	294	6252	0
p12-pfile12	  success	53	37	3.3177082	11.3637909	196	540	14435	0
p13-pfile13	  success	64	29	6.1062668	25.7375514	312	758	23901	0
p14-pfile14	  success	55	55	5.475761	10.3230891	80	450	11767	0
p15-pfile15	  success	53	42	2.9518199	12.784982	203	451	11916	0
p16-pfile16	  success	61	61	6.4478536	17.1608568	171	606	15899	0
p18-pfile18	  success	44	44	3.268871	6.7783604	52	284	7428	0
p19-pfile19	  success	87	49	9.9294599	23.8820845	140	896	24235	0
p20-pfile20	  success	115	100	40.4628618	64.8049769	388	1807	51540	0
p21-HC-pfile1	  success	77	77	12.9675861	48.170495	136	350	15422	0
p22-HC-pfile2	  success	98	64	36.776685	158.1758899	332	839	45349	0
p01	  success	32	19	0.43792	1.1178527	134	209	546	0
p01-1	  success	20	14	0.2403487	0.7298023	64	102	265	0
p02	  success	159	106	50.5338857	95.0884751	5505	8533	20808	0
p02-1	  success	127	94	361.7660596	618.4097431	23973	36361	93536	0
p03	  success	11	8	0.1621474	0.6937955	24	43	98	0
p03-1	  success	11	8	0.1462374	0.6314854	21	37	75	0
p05-1	  success	46	30	6.0343518	18.1552168	1134	1237	3141	0
p06	  success	34	18	31.6390102	61.7363189	2004	2979	8172	0
p06-1	  success	46	22	73.3576123	207.2330831	10480	10000	25601	0
p07	  success	107	65	84.1388525	154.261999	7987	12316	32341	0
p07-1	  success	49	32	4.8382005	14.4834105	1458	1285	3222	0
p08-1	  success	110	74	109.8080462	215.1963968	12870	13162	30909	0
p01	  success	10	6	0.0750103	0.3565143	57	76	55	0
p02	  success	14	8	0.1439734	0.509977	400	451	281	0
p03	  success	16	10	0.1073462	0.4536217	250	264	168	0
p04	  success	14	8	0.1015369	0.4629754	180	202	150	0
p05	  success	18	10	0.1193069	0.5408085	354	376	256	0
p06	  success	16	10	0.1477362	0.6091022	474	524	370	0
p07	  success	14	8	0.134739	0.581079	384	426	289	0
p08	  success	14	9	0.1119162	0.5945841	240	258	274	0
p09	  success	18	10	0.1209935	0.6184283	276	300	315	0
p10	  success	14	9	0.1180353	0.6020956	252	272	289	0
p11	  success	14	9	0.1085388	0.5056944	210	234	243	0
p12	  success	18	11	0.1290143	0.5998649	348	371	327	0
p13	  success	21	11	0.1740831	0.7320525	606	675	576	0
p14	  success	21	10	0.132935	0.7322838	448	457	450	0
p15	  success	25	12	0.1693189	0.9445415	704	712	625	0
p16	  success	25	11	0.173071	0.9236474	712	649	578	0
p17	  success	28	14	0.2049451	1.1472137	999	851	710	0
p18	  success	32	13	0.2314289	1.2517277	1287	952	842	0
p19	  success	32	12	0.3273042	1.6754795	1971	1364	1234	0
p20	  success	30	15	0.2487649	1.343573	1431	1146	1086	0
p01	  success	25	21	0.1143265	0.6001831	285	246	217	0
p03	  success	25	21	0.1206625	0.617577	285	246	223	0
p01	  success	6	3	0.0782619	0.4879293	102	87	164	0
p02	  success	14	6	0.1893271	1.126625	276	213	721	0
p03	  success	29	15	11.955967	38.8312585	9138	5718	23215	0
p04	  success	48	17	13.2015098	45.7492515	7248	4025	26597	0
p05	  success	47	20	35.036078	108.695115	7956	4592	35227	0
p07	  success	65	31	250.3165644	605.0644729	11316	7371	73359	0
p12	  success	13	6	0.1923633	1.171621	294	193	589	0
p13	  success	26	11	0.9807557	5.029844	750	432	2476	0
p14	  success	29	15	2.4538867	11.2302373	936	585	8335	0
p15	  success	40	14	2.7425621	13.5241477	1032	598	6329	0
p16	  success	52	25	41.8337566	123.0570066	5058	3647	34564	0
pfile10	  success	28	28	0.2858764	0.8949957	32	93	682	0
pfile12	  success	29	29	0.4837299	1.2397347	28	106	787	0
pfile13	  success	32	32	0.4931552	1.3292256	36	102	734	0
pfile14	  success	40	40	2.6911432	7.6258444	76	188	2159	0
pfile15	  success	52	52	7.0498677	19.0782109	96	228	2467	0
pfile16	  success	58	58	12.8143332	31.6328013	104	267	4269	0
pfile17	  success	71	71	40.0897992	84.2699899	152	434	8632	0
pfile18	  success	79	79	57.7172794	119.3861206	148	451	5899	0
pfile3	  success	6	6	0.0779562	0.36747	4	12	73	0
pfile4	  success	8	8	0.0813826	0.3825894	4	16	75	0
pfile5	  success	13	13	0.1060702	0.4376553	8	26	138	0
pfile6	  success	14	14	0.1036885	0.4351761	8	24	171	0
pfile7	  success	19	19	0.1291457	0.4767378	8	39	158	0
pfile8	  success	13	13	0.1576584	0.6474185	12	41	322	0
pfile9	  success	25	25	0.2481859	0.831661	28	83	660	0
